drug_id	target_id	action
DB00025	BE0002120	chaperone
DB00025	BE0002120	modulator
DB00026	BE0000565	antagonist
DB00028	BE0000710	antagonist
DB00028	BE0000710	binder
DB00028	BE0004684	antagonist
DB00028	BE0004684	binder
DB00028	BE0002098	antagonist
DB00028	BE0002098	binder
DB00028	BE0002099	antagonist
DB00028	BE0002099	binder
DB00028	BE0002100	antagonist
DB00028	BE0002100	binder
DB00028	BE0002097	antagonist
DB00028	BE0002097	binder
DB00028	BE0000901	antagonist
DB00028	BE0000901	binder
DB00028	BE0003455	antagonist
DB00028	BE0003455	binder
DB00028	BE0004685	antagonist
DB00028	BE0004685	binder
DB00028	BE0004686	antagonist
DB00028	BE0004686	binder
DB00028	BE0000855	antagonist
DB00028	BE0000855	binder
DB00029	BE0000211	activator
DB00029	BE0000538	activator
DB00029	BE0000240	activator
DB00030	BE0000033	agonist
DB00030	BE0000033	modulator
DB00030	BE0000858	agonist
DB00030	BE0000858	modulator
DB00030	BE0002123	agonist
DB00030	BE0002123	modulator
DB00030	BE0001123	agonist
DB00030	BE0001123	modulator
DB00031	BE0000211	activator
DB00031	BE0000538	activator
DB00031	BE0000717	activator
DB00031	BE0000240	activator
DB00031	BE0000969	activator
DB00031	BE0002104	activator
DB00031	BE0002105	activator
DB00031	BE0001170	activator
DB00031	BE0002109	activator
DB00031	BE0001011	activator
DB00031	BE0002110	activator
DB00032	BE0000387	binder
DB00032	BE0000134	binder
DB00033	BE0000711	binder
DB00033	BE0000467	binder
DB00035	BE0000293	agonist
DB00035	BE0000165	agonist
DB00035	BE0000773	agonist
DB00038	BE0000416	agonist
DB00039	BE0000748	agonist
DB00039	BE0000748	binder
DB00039	BE0000748	ligand
DB00039	BE0002131	agonist
DB00039	BE0002131	binder
DB00039	BE0002131	ligand
DB00039	BE0001031	agonist
DB00039	BE0001031	binder
DB00039	BE0001031	ligand
DB00040	BE0000527	agonist
DB00040	BE0002134	agonist
DB00040	BE0000857	agonist
DB00041	BE0000651	agonist
DB00041	BE0000651	modulator
DB00041	BE0000658	agonist
DB00041	BE0000658	modulator
DB00041	BE0002102	agonist
DB00041	BE0002102	modulator
DB00042	BE0002137	binder
DB00042	BE0002136	binder
DB00042	BE0002138	binder
DB00043	BE0000015	inhibitor
DB00043	BE0002139	inhibitor
DB00044	BE0000134	agonist
DB00045	BE0001164	other/unknown
DB00046	BE0000033	agonist
DB00046	BE0000858	agonist
DB00047	BE0000033	agonist
DB00047	BE0000858	agonist
DB00048	BE0000025	binder
DB00048	BE0002140	binder
DB00048	BE0002130	binder
DB00049	BE0004823	metabolizer
DB00050	BE0000203	antagonist
DB00050	BE0000134	antagonist
DB00051	BE0000704	antibody
DB00052	BE0000075	binder
DB00052	BE0000345	binder
DB00053	BE0004806	other/unknown
DB00054	BE0001155	antagonist
DB00054	BE0000439	antagonist
DB00054	BE0002098	antagonist
DB00054	BE0002099	antagonist
DB00054	BE0001068	antagonist
DB00055	BE0000016	multitarget
DB00055	BE0000041	multitarget
DB00055	BE0000240	multitarget
DB00055	BE0001151	multitarget
DB00055	BE0000943	multitarget
DB00055	BE0000048	multitarget
DB00055	BE0001129	multitarget
DB00055	BE0002112	multitarget
DB00055	BE0002142	multitarget
DB00055	BE0001161	multitarget
DB00056	BE0000674	antibody
DB00056	BE0000901	antibody
DB00056	BE0002097	antibody
DB00056	BE0000710	antibody
DB00057	BE0004842	other/unknown
DB00058	BE0000394	inhibitor
DB00059	BE0004798	other/unknown
DB00060	BE0000661	agonist
DB00060	BE0000385	agonist
DB00061	BE0004828	metabolizer
DB00061	BE0004828	binder
DB00061	BE0000917	metabolizer
DB00061	BE0000917	binder
DB00062	BE0009576	binder
DB00065	BE0000704	inhibitor
DB00066	BE0000387	agonist
DB00067	BE0000293	agonist
DB00067	BE0000165	agonist
DB00067	BE0000773	agonist
DB00068	BE0000661	agonist
DB00068	BE0000385	agonist
DB00069	BE0000661	binder
DB00069	BE0000385	binder
DB00070	BE0004821	other
DB00070	BE0004821	inhibitor
DB00070	BE0000984	other
DB00070	BE0000984	inhibitor
DB00071	BE0000033	binder
DB00071	BE0000858	binder
DB00071	BE0001183	binder
DB00071	BE0002122	binder
DB00071	BE0004466	binder
DB00071	BE0002123	binder
DB00071	BE0000941	binder
DB00071	BE0001123	binder
DB00071	BE0002124	binder
DB00071	BE0002125	binder
DB00071	BE0001147	binder
DB00071	BE0000942	binder
DB00071	BE0002126	binder
DB00071	BE0002127	binder
DB00072	BE0000511	antibody
DB00073	BE0000066	antibody
DB00074	BE0000658	antibody
DB00074	BE0000651	antibody
DB00075	BE0003456	binder
DB00075	BE0000274	binder
DB00075	BE0003457	binder
DB00075	BE0003458	binder
DB00075	BE0000901	binder
DB00076	BE0004837	other/unknown
DB00078	BE0000066	antibody
DB00080	BE0010021	incorporation into and destabilization
DB00081	BE0000066	antibody
DB00081	BE0002099	antibody
DB00082	BE0000075	antagonist
DB00083	BE0000390	inhibitor
DB00083	BE0003572	inhibitor
DB00085	BE0004834	cleavage
DB00085	BE0004835	cleavage
DB00085	BE0004836	cleavage
DB00086	BE0000211	activator
DB00086	BE0000211	cleavage
DB00086	BE0000928	activator
DB00086	BE0000928	cleavage
DB00087	BE0000083	antibody
DB00087	BE0000901	antibody
DB00087	BE0002097	antibody
DB00087	BE0000710	antibody
DB00087	BE0002098	antibody
DB00087	BE0002099	antibody
DB00087	BE0002100	antibody
DB00088	BE0004806	other/unknown
DB00089	BE0000568	other/unknown
DB00090	BE0004822	other/unknown
DB00091	BE0000379	binder
DB00091	BE0000379	inhibitor
DB00091	BE0002143	binder
DB00091	BE0002143	inhibitor
DB00091	BE0001014	binder
DB00091	BE0001014	inhibitor
DB00091	BE0001399	binder
DB00091	BE0001399	inhibitor
DB00092	BE0000719	inhibitor
DB00092	BE0002097	inhibitor
DB00092	BE0000901	inhibitor
DB00093	BE0000165	agonist
DB00094	BE0000387	agonist
DB00095	BE0000516	antibody
DB00095	BE0009967	antibody
DB00097	BE0000134	binder
DB00097	BE0000387	binder
DB00098	BE0000598	inhibitor
DB00098	BE0000598	antagonist
DB00098	BE0000598	binder
DB00098	BE0003573	inhibitor
DB00098	BE0003573	antagonist
DB00098	BE0003573	binder
DB00098	BE0000516	inhibitor
DB00098	BE0000516	antagonist
DB00098	BE0000516	binder
DB00098	BE0000846	inhibitor
DB00098	BE0000846	antagonist
DB00098	BE0000846	binder
DB00098	BE0002099	inhibitor
DB00098	BE0002099	antagonist
DB00098	BE0002099	binder
DB00098	BE0003488	inhibitor
DB00098	BE0003488	antagonist
DB00098	BE0003488	binder
DB00098	BE0003575	inhibitor
DB00098	BE0003575	antagonist
DB00098	BE0003575	binder
DB00098	BE0003576	inhibitor
DB00098	BE0003576	antagonist
DB00098	BE0003576	binder
DB00098	BE0001155	inhibitor
DB00098	BE0001155	antagonist
DB00098	BE0001155	binder
DB00099	BE0000793	stimulator
DB00099	BE0000793	other/unknown
DB00099	BE0000394	stimulator
DB00099	BE0000394	other/unknown
DB00100	BE0000216	activator
DB00100	BE0000216	ligand
DB00100	BE0000216	cofactor
DB00100	BE0001021	activator
DB00100	BE0001021	ligand
DB00100	BE0001021	cofactor
DB00100	BE0000333	activator
DB00100	BE0000333	ligand
DB00100	BE0000333	cofactor
DB00100	BE0000016	activator
DB00100	BE0000016	ligand
DB00100	BE0000016	cofactor
DB00100	BE0000048	activator
DB00100	BE0000048	ligand
DB00100	BE0000048	cofactor
DB00100	BE0002110	activator
DB00100	BE0002110	ligand
DB00100	BE0002110	cofactor
DB00100	BE0000403	activator
DB00100	BE0000403	ligand
DB00100	BE0000403	cofactor
DB00103	BE0004830	metabolizer
DB00103	BE0004830	ligand
DB00104	BE0010008	agonist
DB00105	BE0000385	binder
DB00105	BE0000661	binder
DB00106	BE0000203	antagonist
DB00107	BE0000844	agonist
DB00107	BE0000844	binder
DB00107	BE0000751	agonist
DB00107	BE0000751	binder
DB00108	BE0000590	antibody
DB00108	BE0000901	antibody
DB00108	BE0001085	antibody
DB00108	BE0000710	antibody
DB00111	BE0000658	antibody
DB00111	BE0000651	antibody
DB00111	BE0000901	antibody
DB00111	BE0002093	antibody
DB00111	BE0002094	antibody
DB00111	BE0002095	antibody
DB00111	BE0002096	antibody
DB00111	BE0002097	antibody
DB00111	BE0000710	antibody
DB00111	BE0002098	antibody
DB00111	BE0002099	antibody
DB00111	BE0002100	antibody
DB00113	BE0000107	other/unknown
DB00114	BE0000102	cofactor
DB00114	BE0000102	activator
DB00114	BE0000102	inhibitor
DB00114	BE0000102	binder
DB00114	BE0000378	cofactor
DB00114	BE0000378	activator
DB00114	BE0000378	inhibitor
DB00114	BE0000378	binder
DB00114	BE0000323	cofactor
DB00114	BE0000323	activator
DB00114	BE0000323	inhibitor
DB00114	BE0000323	binder
DB00114	BE0000392	cofactor
DB00114	BE0000392	activator
DB00114	BE0000392	inhibitor
DB00114	BE0000392	binder
DB00114	BE0000331	cofactor
DB00114	BE0000331	activator
DB00114	BE0000331	inhibitor
DB00114	BE0000331	binder
DB00114	BE0000151	cofactor
DB00114	BE0000151	activator
DB00114	BE0000151	inhibitor
DB00114	BE0000151	binder
DB00114	BE0000529	cofactor
DB00114	BE0000529	activator
DB00114	BE0000529	inhibitor
DB00114	BE0000529	binder
DB00114	BE0000424	cofactor
DB00114	BE0000424	activator
DB00114	BE0000424	inhibitor
DB00114	BE0000424	binder
DB00114	BE0000404	cofactor
DB00114	BE0000404	activator
DB00114	BE0000404	inhibitor
DB00114	BE0000404	binder
DB00114	BE0000727	cofactor
DB00114	BE0000727	activator
DB00114	BE0000727	inhibitor
DB00114	BE0000727	binder
DB00114	BE0000253	cofactor
DB00114	BE0000253	activator
DB00114	BE0000253	inhibitor
DB00114	BE0000253	binder
DB00114	BE0000181	cofactor
DB00114	BE0000181	activator
DB00114	BE0000181	inhibitor
DB00114	BE0000181	binder
DB00114	BE0000778	cofactor
DB00114	BE0000778	activator
DB00114	BE0000778	inhibitor
DB00114	BE0000778	binder
DB00114	BE0000692	cofactor
DB00114	BE0000692	activator
DB00114	BE0000692	inhibitor
DB00114	BE0000692	binder
DB00114	BE0000273	cofactor
DB00114	BE0000273	activator
DB00114	BE0000273	inhibitor
DB00114	BE0000273	binder
DB00114	BE0000007	cofactor
DB00114	BE0000007	activator
DB00114	BE0000007	inhibitor
DB00114	BE0000007	binder
DB00114	BE0000660	cofactor
DB00114	BE0000660	activator
DB00114	BE0000660	inhibitor
DB00114	BE0000660	binder
DB00114	BE0000079	cofactor
DB00114	BE0000079	activator
DB00114	BE0000079	inhibitor
DB00114	BE0000079	binder
DB00114	BE0000002	cofactor
DB00114	BE0000002	activator
DB00114	BE0000002	inhibitor
DB00114	BE0000002	binder
DB00114	BE0000448	cofactor
DB00114	BE0000448	activator
DB00114	BE0000448	inhibitor
DB00114	BE0000448	binder
DB00114	BE0000164	cofactor
DB00114	BE0000164	activator
DB00114	BE0000164	inhibitor
DB00114	BE0000164	binder
DB00114	BE0000518	cofactor
DB00114	BE0000518	activator
DB00114	BE0000518	inhibitor
DB00114	BE0000518	binder
DB00114	BE0000618	cofactor
DB00114	BE0000618	activator
DB00114	BE0000618	inhibitor
DB00114	BE0000618	binder
DB00114	BE0000667	cofactor
DB00114	BE0000667	activator
DB00114	BE0000667	inhibitor
DB00114	BE0000667	binder
DB00114	BE0000603	cofactor
DB00114	BE0000603	activator
DB00114	BE0000603	inhibitor
DB00114	BE0000603	binder
DB00114	BE0000409	cofactor
DB00114	BE0000409	activator
DB00114	BE0000409	inhibitor
DB00114	BE0000409	binder
DB00114	BE0000316	cofactor
DB00114	BE0000316	activator
DB00114	BE0000316	inhibitor
DB00114	BE0000316	binder
DB00114	BE0000278	cofactor
DB00114	BE0000278	activator
DB00114	BE0000278	inhibitor
DB00114	BE0000278	binder
DB00114	BE0000441	cofactor
DB00114	BE0000441	activator
DB00114	BE0000441	inhibitor
DB00114	BE0000441	binder
DB00114	BE0000791	cofactor
DB00114	BE0000791	activator
DB00114	BE0000791	inhibitor
DB00114	BE0000791	binder
DB00114	BE0000517	cofactor
DB00114	BE0000517	activator
DB00114	BE0000517	inhibitor
DB00114	BE0000517	binder
DB00114	BE0000721	cofactor
DB00114	BE0000721	activator
DB00114	BE0000721	inhibitor
DB00114	BE0000721	binder
DB00114	BE0002149	cofactor
DB00114	BE0002149	activator
DB00114	BE0002149	inhibitor
DB00114	BE0002149	binder
DB00114	BE0000383	cofactor
DB00114	BE0000383	activator
DB00114	BE0000383	inhibitor
DB00114	BE0000383	binder
DB00114	BE0002150	cofactor
DB00114	BE0002150	activator
DB00114	BE0002150	inhibitor
DB00114	BE0002150	binder
DB00114	BE0000916	cofactor
DB00114	BE0000916	activator
DB00114	BE0000916	inhibitor
DB00114	BE0000916	binder
DB00114	BE0002151	cofactor
DB00114	BE0002151	activator
DB00114	BE0002151	inhibitor
DB00114	BE0002151	binder
DB00114	BE0002152	cofactor
DB00114	BE0002152	activator
DB00114	BE0002152	inhibitor
DB00114	BE0002152	binder
DB00114	BE0002154	cofactor
DB00114	BE0002154	activator
DB00114	BE0002154	inhibitor
DB00114	BE0002154	binder
DB00114	BE0002155	cofactor
DB00114	BE0002155	activator
DB00114	BE0002155	inhibitor
DB00114	BE0002155	binder
DB00114	BE0002156	cofactor
DB00114	BE0002156	activator
DB00114	BE0002156	inhibitor
DB00114	BE0002156	binder
DB00114	BE0002158	cofactor
DB00114	BE0002158	activator
DB00114	BE0002158	inhibitor
DB00114	BE0002158	binder
DB00114	BE0002159	cofactor
DB00114	BE0002159	activator
DB00114	BE0002159	inhibitor
DB00114	BE0002159	binder
DB00114	BE0002160	cofactor
DB00114	BE0002160	activator
DB00114	BE0002160	inhibitor
DB00114	BE0002160	binder
DB00114	BE0002162	cofactor
DB00114	BE0002162	activator
DB00114	BE0002162	inhibitor
DB00114	BE0002162	binder
DB00114	BE0002163	cofactor
DB00114	BE0002163	activator
DB00114	BE0002163	inhibitor
DB00114	BE0002163	binder
DB00114	BE0004605	cofactor
DB00114	BE0004605	activator
DB00114	BE0004605	inhibitor
DB00114	BE0004605	binder
DB00114	BE0004612	cofactor
DB00114	BE0004612	activator
DB00114	BE0004612	inhibitor
DB00114	BE0004612	binder
DB00114	BE0002164	cofactor
DB00114	BE0002164	activator
DB00114	BE0002164	inhibitor
DB00114	BE0002164	binder
DB00114	BE0002165	cofactor
DB00114	BE0002165	activator
DB00114	BE0002165	inhibitor
DB00114	BE0002165	binder
DB00114	BE0000292	cofactor
DB00114	BE0000292	activator
DB00114	BE0000292	inhibitor
DB00114	BE0000292	binder
DB00114	BE0000898	cofactor
DB00114	BE0000898	activator
DB00114	BE0000898	inhibitor
DB00114	BE0000898	binder
DB00114	BE0002166	cofactor
DB00114	BE0002166	activator
DB00114	BE0002166	inhibitor
DB00114	BE0002166	binder
DB00114	BE0002167	cofactor
DB00114	BE0002167	activator
DB00114	BE0002167	inhibitor
DB00114	BE0002167	binder
DB00114	BE0002168	cofactor
DB00114	BE0002168	activator
DB00114	BE0002168	inhibitor
DB00114	BE0002168	binder
DB00114	BE0002170	cofactor
DB00114	BE0002170	activator
DB00114	BE0002170	inhibitor
DB00114	BE0002170	binder
DB00114	BE0000388	cofactor
DB00114	BE0000388	activator
DB00114	BE0000388	inhibitor
DB00114	BE0000388	binder
DB00114	BE0002171	cofactor
DB00114	BE0002171	activator
DB00114	BE0002171	inhibitor
DB00114	BE0002171	binder
DB00114	BE0002172	cofactor
DB00114	BE0002172	activator
DB00114	BE0002172	inhibitor
DB00114	BE0002172	binder
DB00114	BE0002173	cofactor
DB00114	BE0002173	activator
DB00114	BE0002173	inhibitor
DB00114	BE0002173	binder
DB00114	BE0002174	cofactor
DB00114	BE0002174	activator
DB00114	BE0002174	inhibitor
DB00114	BE0002174	binder
DB00115	BE0000734	cofactor
DB00115	BE0000734	binder
DB00115	BE0000777	cofactor
DB00115	BE0000777	binder
DB00115	BE0000763	cofactor
DB00115	BE0000763	binder
DB00115	BE0000320	cofactor
DB00115	BE0000320	binder
DB00115	BE0002175	cofactor
DB00115	BE0002175	binder
DB00115	BE0002176	cofactor
DB00115	BE0002176	binder
DB00116	BE0000617	cofactor
DB00116	BE0000268	cofactor
DB00116	BE0000010	cofactor
DB00116	BE0000933	cofactor
DB00116	BE0000734	cofactor
DB00116	BE0000822	cofactor
DB00116	BE0001240	cofactor
DB00116	BE0000331	cofactor
DB00116	BE0000292	cofactor
DB00116	BE0002176	cofactor
DB00116	BE0002154	cofactor
DB00116	BE0002177	cofactor
DB00118	BE0000372	cofactor
DB00118	BE0000372	activator
DB00118	BE0000101	cofactor
DB00118	BE0000101	activator
DB00118	BE0000304	cofactor
DB00118	BE0000304	activator
DB00118	BE0000323	cofactor
DB00118	BE0000323	activator
DB00118	BE0000407	cofactor
DB00118	BE0000407	activator
DB00118	BE0002089	cofactor
DB00118	BE0002089	activator
DB00118	BE0008997	cofactor
DB00118	BE0008997	activator
DB00118	BE0005015	cofactor
DB00118	BE0005015	activator
DB00119	BE0000449	inhibitor
DB00119	BE0000178	inhibitor
DB00119	BE0000102	inhibitor
DB00119	BE0000386	inhibitor
DB00119	BE0000046	inhibitor
DB00119	BE0000174	inhibitor
DB00119	BE0000440	inhibitor
DB00119	BE0000098	inhibitor
DB00119	BE0000088	inhibitor
DB00119	BE0000253	inhibitor
DB00119	BE0000195	inhibitor
DB00119	BE0000361	inhibitor
DB00119	BE0000669	inhibitor
DB00119	BE0000698	inhibitor
DB00120	BE0000692	binder
DB00120	BE0000789	binder
DB00120	BE0000038	binder
DB00120	BE0000753	binder
DB00120	BE0000028	binder
DB00120	BE0000561	binder
DB00120	BE0000614	binder
DB00121	BE0000544	cofactor
DB00121	BE0000544	substrate
DB00121	BE0000159	cofactor
DB00121	BE0000159	substrate
DB00121	BE0000072	cofactor
DB00121	BE0000072	substrate
DB00121	BE0000702	cofactor
DB00121	BE0000702	substrate
DB00121	BE0000445	cofactor
DB00121	BE0000445	substrate
DB00121	BE0000698	cofactor
DB00121	BE0000698	substrate
DB00121	BE0000492	cofactor
DB00121	BE0000492	substrate
DB00121	BE0000626	cofactor
DB00121	BE0000626	substrate
DB00122	BE0000494	product of
DB00122	BE0000426	product of
DB00122	BE0000615	product of
DB00122	BE0002179	product of
DB00122	BE0002180	product of
DB00122	BE0002181	product of
DB00122	BE0002186	product of
DB00122	BE0002341	product of
DB00126	BE0001361	inhibitor
DB00126	BE0001361	cleavage
DB00126	BE0001361	substrate
DB00126	BE0001361	cofactor
DB00126	BE0001361	activator
DB00126	BE0001361	chaperone
DB00126	BE0004796	inhibitor
DB00126	BE0004796	cleavage
DB00126	BE0004796	substrate
DB00126	BE0004796	cofactor
DB00126	BE0004796	activator
DB00126	BE0004796	chaperone
DB00126	BE0001225	inhibitor
DB00126	BE0001225	cleavage
DB00126	BE0001225	substrate
DB00126	BE0001225	cofactor
DB00126	BE0001225	activator
DB00126	BE0001225	chaperone
DB00126	BE0002192	inhibitor
DB00126	BE0002192	cleavage
DB00126	BE0002192	substrate
DB00126	BE0002192	cofactor
DB00126	BE0002192	activator
DB00126	BE0002192	chaperone
DB00126	BE0002117	inhibitor
DB00126	BE0002117	cleavage
DB00126	BE0002117	substrate
DB00126	BE0002117	cofactor
DB00126	BE0002117	activator
DB00126	BE0002117	chaperone
DB00126	BE0002195	inhibitor
DB00126	BE0002195	cleavage
DB00126	BE0002195	substrate
DB00126	BE0002195	cofactor
DB00126	BE0002195	activator
DB00126	BE0002195	chaperone
DB00126	BE0002197	inhibitor
DB00126	BE0002197	cleavage
DB00126	BE0002197	substrate
DB00126	BE0002197	cofactor
DB00126	BE0002197	activator
DB00126	BE0002197	chaperone
DB00126	BE0000138	inhibitor
DB00126	BE0000138	cleavage
DB00126	BE0000138	substrate
DB00126	BE0000138	cofactor
DB00126	BE0000138	activator
DB00126	BE0000138	chaperone
DB00126	BE0002200	inhibitor
DB00126	BE0002200	cleavage
DB00126	BE0002200	substrate
DB00126	BE0002200	cofactor
DB00126	BE0002200	activator
DB00126	BE0002200	chaperone
DB00126	BE0002202	inhibitor
DB00126	BE0002202	cleavage
DB00126	BE0002202	substrate
DB00126	BE0002202	cofactor
DB00126	BE0002202	activator
DB00126	BE0002202	chaperone
DB00126	BE0002206	inhibitor
DB00126	BE0002206	cleavage
DB00126	BE0002206	substrate
DB00126	BE0002206	cofactor
DB00126	BE0002206	activator
DB00126	BE0002206	chaperone
DB00126	BE0002208	inhibitor
DB00126	BE0002208	cleavage
DB00126	BE0002208	substrate
DB00126	BE0002208	cofactor
DB00126	BE0002208	activator
DB00126	BE0002208	chaperone
DB00126	BE0000060	inhibitor
DB00126	BE0000060	cleavage
DB00126	BE0000060	substrate
DB00126	BE0000060	cofactor
DB00126	BE0000060	activator
DB00126	BE0000060	chaperone
DB00126	BE0002210	inhibitor
DB00126	BE0002210	cleavage
DB00126	BE0002210	substrate
DB00126	BE0002210	cofactor
DB00126	BE0002210	activator
DB00126	BE0002210	chaperone
DB00126	BE0002203	inhibitor
DB00126	BE0002203	cleavage
DB00126	BE0002203	substrate
DB00126	BE0002203	cofactor
DB00126	BE0002203	activator
DB00126	BE0002203	chaperone
DB00126	BE0002205	inhibitor
DB00126	BE0002205	cleavage
DB00126	BE0002205	substrate
DB00126	BE0002205	cofactor
DB00126	BE0002205	activator
DB00126	BE0002205	chaperone
DB00126	BE0002213	inhibitor
DB00126	BE0002213	cleavage
DB00126	BE0002213	substrate
DB00126	BE0002213	cofactor
DB00126	BE0002213	activator
DB00126	BE0002213	chaperone
DB00126	BE0002215	inhibitor
DB00126	BE0002215	cleavage
DB00126	BE0002215	substrate
DB00126	BE0002215	cofactor
DB00126	BE0002215	activator
DB00126	BE0002215	chaperone
DB00126	BE0000087	inhibitor
DB00126	BE0000087	cleavage
DB00126	BE0000087	substrate
DB00126	BE0000087	cofactor
DB00126	BE0000087	activator
DB00126	BE0000087	chaperone
DB00126	BE0002221	inhibitor
DB00126	BE0002221	cleavage
DB00126	BE0002221	substrate
DB00126	BE0002221	cofactor
DB00126	BE0002221	activator
DB00126	BE0002221	chaperone
DB00126	BE0002223	inhibitor
DB00126	BE0002223	cleavage
DB00126	BE0002223	substrate
DB00126	BE0002223	cofactor
DB00126	BE0002223	activator
DB00126	BE0002223	chaperone
DB00126	BE0002217	inhibitor
DB00126	BE0002217	cleavage
DB00126	BE0002217	substrate
DB00126	BE0002217	cofactor
DB00126	BE0002217	activator
DB00126	BE0002217	chaperone
DB00126	BE0002211	inhibitor
DB00126	BE0002211	cleavage
DB00126	BE0002211	substrate
DB00126	BE0002211	cofactor
DB00126	BE0002211	activator
DB00126	BE0002211	chaperone
DB00126	BE0002219	inhibitor
